,Children,Age,Income,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Churn_Yes
1182,2,31,12061.92,9.045537332,144.960655,1014.854462,0,1,0,0,1,0,0,0,0,1,0,0
1183,3,33,6132.5,17.70570806,172.44408,1935.621118,0,1,0,0,0,0,0,1,0,1,0,0
1184,4,28,78238.99,5.958420709,222.61428,1648.155844,1,0,0,0,0,1,0,0,1,0,0,1
1185,1,84,15048.63,7.570075544,220.114868,1524.945096,0,1,0,0,0,1,0,0,0,1,0,1
1186,2,35,101771.45,5.873359501,127.442069,1160.756141,1,0,0,0,0,1,0,0,1,0,0,0
1187,2,43,12998.92,19.37622206,139.934918,2418.099487,1,0,0,0,0,0,1,0,0,1,0,0
1188,2,73,58997.61,13.66699636,172.457857,1523.590353,1,0,0,0,0,0,0,1,0,1,0,0
1189,2,77,19383.74,1.87055247,157.483594,278.9942907,0,1,0,1,0,0,0,0,1,0,0,0
1190,1,37,57062.8,10.7468963,187.481057,1885.164449,0,0,1,0,0,1,0,0,1,0,0,0
1191,0,24,7945.24,6.691537735,134.950905,805.3931837,0,0,1,0,1,0,0,0,0,1,0,0
1192,1,56,26131.54,12.41932486,127.474951,1188.311266,0,0,1,1,0,0,0,0,1,0,0,0
1193,6,75,45869.12,2.5238884,194.988208,779.392646,0,1,0,0,0,1,0,0,0,1,0,1
1194,0,70,3223.21,9.764790968,169.992756,891.5354705,1,0,0,0,0,0,1,0,1,0,0,0
1195,0,54,21647.96,7.629294031,152.488401,940.7924479,1,0,0,0,1,0,0,0,1,0,0,1
1196,1,42,12411.88,6.695029374,152.510442,1251.289889,0,1,0,0,0,0,1,0,1,0,0,0
1197,9,69,35524.46,19.25835701,152.457857,2623.835938,0,0,1,1,0,0,0,0,0,1,0,0
1198,3,50,48154.12,1.723983897,139.951231,888.9795791,0,0,1,0,0,1,0,0,0,1,0,1
1199,3,47,85147.06,3.811416865,129.948316,1023.702263,0,1,0,1,0,0,0,0,1,0,0,0
1200,2,59,49691.34,1.784103787,159.987503,407.5928812,0,0,1,0,0,1,0,0,0,1,0,0
1201,9,57,32810.46,1.43538042,79.978861,367.3059091,0,0,1,0,1,0,0,0,1,0,0,0
1202,0,29,49106.35,13.3451101,92.455141,1571.397537,0,1,0,1,0,0,0,0,1,0,0,0
1203,3,32,23379.71,9.676963031,204.961033,1340.685724,0,0,1,1,0,0,0,0,1,0,0,0
1204,0,81,40661.06,9.028422616,95.019486,876.3492188,0,0,1,0,0,0,1,0,0,1,0,0
1205,3,22,11306.37,5.441479864,232.637807,1700.52331,0,0,1,0,0,1,0,0,0,1,0,1
1206,2,37,12851.22,3.550421402,169.937833,726.6441549,0,1,0,0,0,0,0,1,0,1,0,0
1207,4,83,23687.02,13.14070245,137.469817,1577.015173,0,0,1,0,0,0,0,1,1,0,0,0
1208,4,44,95197.4,19.9235245,172.462354,2113.850791,0,0,1,0,0,0,1,0,1,0,0,0
1209,0,85,29348.16,1.374911824,142.500692,747.9301328,1,0,0,1,0,0,0,0,0,1,0,1
1210,4,58,5028.44,3.106980528,192.440432,708.8254196,0,1,0,0,0,0,0,1,1,0,0,0
1211,0,80,85717.14,5.550110436,187.656013,894.4102553,0,1,0,0,0,1,0,0,1,0,0,1
1212,3,28,34407.99,9.38712707,277.651257,1712.794495,0,1,0,0,0,0,1,0,1,0,0,1
1213,3,31,5874.73,4.005780287,157.469817,554.7295152,1,0,0,0,0,1,0,0,1,0,0,1
1214,7,87,68836.53,12.40889924,154.961766,1889.347998,0,1,0,0,1,0,0,0,1,0,0,0
1215,3,36,35105.32,7.60247544,162.468917,1078.260358,0,1,0,0,0,0,0,1,0,1,0,0
1216,0,23,15002.6,10.08463748,182.467607,1310.382845,1,0,0,0,0,0,0,1,0,1,0,0
1217,2,70,51988.65,6.169035922,195.006206,909.9557807,0,1,0,0,0,1,0,0,0,1,0,0
1218,0,24,18692.53,12.09641389,149.988989,1461.101266,1,0,0,0,0,0,1,0,0,1,0,1
1219,3,49,20896.4,23.32691904,139.987503,2649.830017,0,0,1,0,0,1,0,0,0,1,0,1
1220,0,60,41058.3,8.886360176,172.456745,1340.373707,1,0,0,0,0,1,0,0,1,0,0,0
1221,0,85,22274.11,15.82334026,190.12704,2123.334993,1,0,0,0,0,0,1,0,1,0,0,1
1222,4,32,20436.28,6.862244054,255.155493,1476.644914,0,0,1,0,0,1,0,0,0,1,0,1
1223,0,46,28733.56,5.396647294,137.468388,765.7044853,0,0,1,0,0,0,0,1,0,1,0,0
1224,7,47,20095.5,18.42609229,147.442069,1890.385398,0,0,1,1,0,0,0,0,1,0,0,0
1225,1,34,109373.69,4.526667855,187.49737,1259.528321,0,1,0,0,0,0,0,1,1,0,0,0
1226,4,47,45642.1,6.832965812,184.949594,1468.00712,0,0,1,1,0,0,0,0,1,0,0,0
1227,2,21,13802.12,6.109999694,202.443347,1060.779533,1,0,0,0,0,0,1,0,0,1,0,0
1228,2,48,67035.46,3.852627275,162.500692,720.333405,0,0,1,1,0,0,0,0,0,1,0,0
1229,7,23,9237.79,12.74748675,159.979358,2008.680996,1,0,0,0,0,0,0,1,1,0,0,1
1230,0,41,98906.55,4.997365436,162.465269,1154.892024,1,0,0,0,0,0,1,0,1,0,0,0
1231,3,37,40529.84,15.32475177,182.443347,2207.637213,0,0,1,0,1,0,0,0,0,1,0,1
1232,3,58,49350.86,18.81607435,194.952509,2346.894471,0,1,0,0,0,1,0,0,1,0,0,1
1233,0,34,53196.73,7.629943705,149.962093,954.1807838,0,0,1,0,0,0,1,0,1,0,0,0
1234,2,77,11113.69,9.417609509,172.510442,976.910308,0,0,1,0,0,1,0,0,1,0,0,0
1235,4,49,31644.7,11.96148946,227.475448,1599.474597,1,0,0,1,0,0,0,0,0,1,0,0
1236,0,32,26312.33,15.48651522,159.934918,1660.386663,0,1,0,1,0,0,0,0,0,1,0,0
1237,1,64,78370.93,21.10862922,184.949594,2536.687205,0,0,1,0,0,0,0,1,0,1,0,1
1238,2,70,6088.74,8.825774698,217.483972,1283.000223,0,1,0,0,0,0,0,1,0,1,0,1
1239,1,56,6479.72,8.574105728,172.510442,945.8621325,0,0,1,0,0,1,0,0,1,0,0,0
1240,3,45,40710.63,15.56696462,167.484705,2247.823032,1,0,0,0,0,0,1,0,1,0,0,1
1241,3,88,73646.38,8.000279417,172.440432,1441.176168,0,1,0,1,0,0,0,0,0,1,0,0
1242,3,22,32974.25,15.16346403,139.986074,1765.167048,0,1,0,0,0,0,1,0,1,0,0,0
1243,1,78,3955.88,10.43448006,184.978458,1203.563432,1,0,0,0,0,0,0,1,1,0,0,1
1244,1,69,53513.98,8.550692097,232.637807,1692.566285,0,0,1,1,0,0,0,0,1,0,0,1
1245,0,51,42002.93,9.323157168,172.470522,1486.494353,1,0,0,1,0,0,0,0,1,0,0,1
1246,10,26,99800.11,10.36025557,182.45383,1550.154506,0,0,1,0,0,0,0,1,0,1,0,0
1247,0,22,18159.87,17.63783701,172.487091,1979.490592,0,1,0,0,0,1,0,0,1,0,0,0
1248,4,66,82924.09,2.694014031,157.483594,526.38731,0,0,1,0,0,0,1,0,0,1,0,1
1249,4,35,11824.7,2.937852035,167.456419,570.7344969,0,1,0,0,0,0,0,1,0,0,1,0
1250,1,39,73624.07,9.566169913,104.97808,1344.903546,1,0,0,0,0,0,1,0,1,0,0,0
1251,1,37,51606.19,2.163284177,152.479779,602.4065111,1,0,0,0,0,0,0,1,1,0,0,1
1252,1,72,36352.23,14.06970055,127.525,1339.377921,0,1,0,0,0,1,0,0,1,0,0,0
1253,2,64,33589.11,13.13159395,117.468591,1752.198908,0,1,0,0,0,1,0,0,0,1,0,0
1254,3,48,25866.44,11.55776139,179.947583,1273.142721,0,0,1,0,0,1,0,0,1,0,0,0
1255,8,51,6215.4,14.96367107,104.964303,1964.775503,0,0,1,0,1,0,0,0,0,1,0,0
1256,1,49,71631.82,2.439520256,245.128318,1341.450253,0,0,1,0,0,0,0,1,1,0,0,1
1257,8,86,81116.14,17.68782231,120.003499,1976.347042,0,0,1,1,0,0,0,0,0,1,0,0
1258,1,37,30090.22,8.255617012,225.145743,1917.60124,0,0,1,0,1,0,0,0,0,1,0,1
1259,0,55,3811.96,5.174032539,104.964303,820.9557127,0,1,0,0,0,0,0,1,1,0,0,0
1260,0,54,38513.67,8.16762508,142.499263,1148.911745,1,0,0,0,0,0,0,1,0,1,0,1
1261,0,63,35130.18,14.96689418,139.965008,1919.921479,0,1,0,0,0,0,0,1,0,1,0,0
1262,2,65,37445.32,7.537243981,214.966286,1036.324728,0,1,0,1,0,0,0,0,1,0,0,1
1263,2,41,67940.02,18.95221637,117.472036,1839.699549,0,0,1,0,0,0,0,1,1,0,0,0
1264,0,79,20078.44,5.011735021,190.159922,847.9561126,0,1,0,0,0,1,0,0,1,0,0,1
1265,1,26,27692.11,2.728247011,147.442069,488.2811705,0,0,1,0,0,1,0,0,1,0,0,1
1266,3,63,18895.42,7.138985437,127.488728,875.0932458,1,0,0,0,0,1,0,0,1,0,0,1
1267,0,73,22536.48,22.71649048,184.971516,2128.80443,1,0,0,0,1,0,0,0,1,0,0,0
1268,2,55,35730.59,13.28051861,214.952509,1541.165921,0,1,0,0,0,0,1,0,0,1,0,1
1269,2,43,79669.11,27.96096319,159.994242,2687.9401,1,0,0,0,1,0,0,0,1,0,0,0
1270,1,48,36901.24,4.61174735,194.976769,768.0341067,0,0,1,0,0,0,1,0,1,0,0,1
1271,2,72,27660.28,9.94963312,112.455141,882.5591385,0,1,0,0,0,1,0,0,0,1,0,0
1272,2,18,39092.7,15.71358455,115.002061,1679.045392,0,0,1,0,0,0,1,0,0,1,0,0
1273,4,33,43436.42,12.60420397,242.61428,1809.863378,0,1,0,0,0,1,0,0,0,1,0,1
1274,1,33,56327.41,17.92733138,152.47417,2295.960298,0,1,0,1,0,0,0,0,0,1,0,0
1275,0,76,16762.99,6.818705821,217.483972,955.0181592,0,0,1,0,1,0,0,0,1,0,0,1
1276,0,55,46854.5,15.97494301,159.979358,2035.008705,0,0,1,0,0,0,0,1,0,1,0,0
1277,3,48,34372.27,14.39399314,169.967067,1681.813552,1,0,0,0,0,0,0,1,0,1,0,1
1278,0,87,24378.22,9.983052758,215.159141,1774.760154,0,0,1,0,0,1,0,0,0,1,0,1
1279,1,74,31198.52,2.704950495,187.656013,711.7404846,0,0,1,0,0,0,1,0,1,0,0,0
1280,1,55,38162.85,20.83084927,207.609354,2221.139588,0,0,1,1,0,0,0,0,0,1,0,1
1281,3,65,36333.77,1.225588884,192.440432,547.9869964,1,0,0,0,0,0,0,1,0,1,0,1
1282,2,44,13288.6,10.44973947,152.457857,1768.55004,0,0,1,0,0,1,0,0,0,1,0,0
1283,3,19,25446.01,3.418302206,207.609354,926.9394553,0,1,0,1,0,0,0,0,1,0,0,0
1284,4,87,26129.83,4.837990763,162.468917,715.3186358,0,0,1,0,0,1,0,0,0,1,0,0
1285,0,85,76184.47,1.963127209,172.470522,771.9557231,1,0,0,0,0,0,1,0,1,0,0,1
1286,3,27,81803.03,10.34247598,129.948316,1671.469773,0,0,1,0,1,0,0,0,0,1,0,1
1287,1,55,54981.51,1.156719701,137.461553,358.4232611,0,1,0,0,0,0,0,1,1,0,0,1
1288,0,47,112031.33,17.3999197,175.133074,1935.461046,1,0,0,0,0,0,0,1,0,1,0,0
1289,1,73,69444.54,3.124488057,147.471303,520.8892347,1,0,0,0,0,1,0,0,0,1,0,0
1290,1,68,57844.94,6.958063425,197.470195,1356.12218,0,1,0,0,1,0,0,0,1,0,0,1
1291,3,50,36772.35,7.010189312,179.965581,914.8863272,1,0,0,1,0,0,0,0,0,1,0,1
1292,3,23,22853.63,2.447985699,147.473844,638.4642534,0,1,0,1,0,0,0,0,0,1,0,1
1293,1,36,39702.07,4.269258862,174.975543,919.2881691,1,0,0,0,0,0,1,0,0,1,0,0
1294,3,53,27546.33,8.343625652,162.446995,1515.532948,1,0,0,0,0,0,0,1,0,1,0,0
1295,2,62,27329.96,4.397705634,147.460067,476.4598684,0,0,1,0,0,1,0,0,1,0,0,0
1296,3,89,56631.76,11.08150154,182.45383,1140.151122,0,1,0,1,0,0,0,0,1,0,0,0
1297,3,74,135171.31,7.273510936,144.960655,677.1757219,0,0,1,1,0,0,0,0,1,0,0,0
1298,10,28,7619.18,12.01513041,142.452604,2138.553831,0,1,0,0,0,1,0,0,1,0,0,1
1299,3,19,65377.87,4.845060681,147.442069,746.2481195,0,1,0,0,1,0,0,0,1,0,0,0
1300,0,63,23514.45,11.19078648,104.964303,1370.012453,0,0,1,0,0,0,0,1,0,1,0,1
1301,0,26,121993.18,16.91776871,139.9678,1754.601627,0,1,0,1,0,0,0,0,1,0,0,0
1302,1,45,35556.27,21.16641251,182.460772,2115.906589,0,1,0,0,0,0,0,1,1,0,0,1
1303,1,29,42326.58,25.88644227,164.988941,2576.783187,1,0,0,1,0,0,0,0,1,0,0,0
1304,0,87,4523.8,15.59096202,127.473844,1826.678884,0,0,1,1,0,0,0,0,0,1,0,0
1305,0,27,7128.27,13.03099332,149.984492,1559.824693,0,1,0,0,0,0,0,1,0,1,0,0
1306,10,50,126457.41,8.034201127,79.978861,961.7341695,0,1,0,0,0,1,0,0,1,0,0,0
1307,4,41,29093.29,1.124656757,137.468591,409.5740796,0,1,0,0,0,1,0,0,1,0,0,0
1308,0,70,65477.76,3.551651444,164.978458,1048.538032,0,1,0,0,0,0,0,1,1,0,0,0
1309,1,74,18185.88,7.925553778,154.975543,1460.729298,1,0,0,0,0,0,0,1,1,0,0,0
1310,0,72,34217.69,3.685081574,160.00128,539.9859818,0,0,1,0,0,1,0,0,0,1,0,0
1311,0,71,56034.16,2.659423565,182.460772,483.4546178,1,0,0,0,0,0,1,0,1,0,0,0
1312,4,55,16526.81,1.355493769,117.485813,541.4070913,1,0,0,0,0,0,0,1,0,1,0,1
1313,10,89,80803.77,7.442451151,159.965008,1030.206721,0,1,0,1,0,0,0,0,1,0,0,0
1314,3,38,40392.47,11.03162791,172.455519,1442.347357,0,0,1,0,0,0,0,1,0,1,0,1
1315,0,21,43889.69,9.141192423,129.976324,1204.678983,1,0,0,0,0,1,0,0,1,0,0,0
1316,3,71,30101.28,4.633545041,139.99789,730.1829735,0,1,0,0,1,0,0,0,0,1,0,0
1317,2,49,26569.81,9.22316707,94.972827,1304.854276,0,1,0,1,0,0,0,0,1,0,0,0
1318,6,74,67521.69,24.0737635,169.937833,2410.11164,0,0,1,0,0,0,1,0,0,1,0,0
1319,3,34,62441.01,7.771315315,187.484705,1278.688937,0,0,1,0,0,1,0,0,0,1,0,1
1320,0,42,19165.73,5.7018635,172.462354,831.9771606,0,0,1,0,0,0,1,0,1,0,0,0
1321,3,26,33846.23,2.456217972,275.119794,995.4220744,0,0,1,0,1,0,0,0,1,0,0,1
1322,0,48,24892.78,2.849622074,194.976769,592.8646912,0,1,0,0,0,0,0,1,1,0,0,0
1323,0,42,77107.03,12.61694943,112.455141,1055.617042,0,1,0,1,0,0,0,0,1,0,0,0
1324,0,88,35108.41,2.967533379,139.979239,525.3069851,1,0,0,0,0,0,1,0,0,1,0,1
1325,2,41,32296.27,4.44463064,245.131966,1128.690355,0,1,0,0,1,0,0,0,0,1,0,0
1326,4,55,27019.83,10.92247392,162.446995,1668.779606,0,0,1,0,0,0,0,1,1,0,0,0
1327,2,20,12353.15,5.696461819,169.937833,958.2229045,1,0,0,0,1,0,0,0,0,1,0,1
1328,3,83,35982.39,5.173463744,139.981577,825.6469228,0,0,1,0,1,0,0,0,0,1,0,0
1329,0,42,42104.6,9.339307484,144.960655,941.291001,0,1,0,1,0,0,0,0,0,1,0,0
1330,8,43,55656.36,1.699850064,184.978458,900.3977089,1,0,0,0,1,0,0,0,0,1,0,1
1331,1,72,48881.55,3.955928538,197.483972,1260.12789,0,1,0,0,0,0,0,1,0,1,0,1
1332,5,45,32000.75,9.652842643,220.161527,1618.259683,0,0,1,0,0,0,0,1,0,1,0,1
1333,1,18,29822.31,16.53244292,147.442069,1727.882293,1,0,0,0,0,0,0,1,0,1,0,1
1334,4,30,72270.25,4.777862937,164.985293,1464.442974,0,0,1,0,0,1,0,0,0,1,0,0
1335,0,25,27669.39,22.57289049,147.456419,2588.843484,0,0,1,0,1,0,0,0,0,1,0,1
1336,0,58,42027.65,8.571860106,104.97808,1170.35317,1,0,0,0,0,1,0,0,1,0,0,0
1337,0,86,69014.19,7.195810535,220.114868,1409.882802,0,1,0,0,0,0,0,1,1,0,0,1
1338,1,88,63827.57,2.978504665,182.446995,486.1105716,1,0,0,0,0,1,0,0,0,1,0,1
1339,5,48,16502.68,2.661961707,160.00128,688.7644008,0,1,0,0,0,1,0,0,0,1,0,0
1340,7,86,45181.64,2.834098048,240.114868,901.5457844,0,1,0,0,0,1,0,0,0,1,0,1
1341,3,39,45244.57,8.637184433,255.155493,1568.344567,0,0,1,0,0,0,1,0,0,1,0,1
1342,1,55,27457.73,10.46190099,220.114868,1809.921626,0,1,0,0,0,1,0,0,1,0,0,1
1343,0,34,7326.3,4.861047755,142.471255,1192.174805,0,0,1,0,0,0,0,1,0,1,0,0
1344,0,69,60631.73,9.62893496,179.947583,953.8934493,0,1,0,0,0,0,0,1,1,0,0,1
1345,8,72,55708.35,4.248159714,140.004928,682.4871065,1,0,0,1,0,0,0,0,1,0,0,0
1346,2,66,36635.39,7.912612583,187.484705,1154.565474,0,1,0,0,0,1,0,0,0,1,0,0
1347,2,39,11435.62,3.135848347,127.488728,677.2734494,0,0,1,0,1,0,0,0,0,1,0,1
1348,0,56,3381.33,9.31669305,162.471255,1024.582571,0,0,1,0,1,0,0,0,1,0,0,0
1349,3,44,57644.66,6.485770796,137.483594,1291.915318,0,0,1,0,0,1,0,0,0,1,0,1
1350,2,18,41967.93,10.55505829,149.944668,1755.239032,1,0,0,0,0,0,1,0,0,1,0,0
1351,1,70,27990.52,19.43267321,172.47417,1884.50089,0,0,1,1,0,0,0,0,0,1,0,0
1352,1,46,29318.41,2.108441505,184.979684,1029.123182,1,0,0,0,1,0,0,0,0,1,0,1
1353,4,30,33315.46,16.08842518,199.990219,2489.519356,1,0,0,0,1,0,0,0,0,1,0,0
1354,1,76,42506.64,4.860645308,172.503404,742.7794122,0,0,1,0,1,0,0,0,0,1,0,1
1355,4,33,6878.84,18.88610542,82.496547,1797.14783,1,0,0,0,0,0,1,0,1,0,0,0
1356,1,74,11856.64,11.73492964,182.446995,1249.494056,1,0,0,0,1,0,0,0,0,1,0,1
1357,0,21,19017.34,9.841085026,197.628838,1495.341126,1,0,0,0,0,0,1,0,0,1,0,1
1358,2,71,62781.25,7.819783852,174.988208,1516.797047,0,1,0,0,1,0,0,0,0,1,0,1
1359,4,66,5601.94,29.70527547,164.967019,3293.015758,0,0,1,1,0,0,0,0,1,0,0,1
1360,0,66,41527.17,2.478012402,207.475448,1057.037731,0,0,1,0,0,0,0,1,0,1,0,1
1361,0,35,11098.51,4.089115347,255.119794,1467.90459,1,0,0,0,0,1,0,0,0,1,0,1
1362,4,25,50670.27,20.96092159,142.452604,2743.734408,0,0,1,1,0,0,0,0,0,1,0,1
1363,0,43,30118.57,4.55454522,117.487242,976.9718156,1,0,0,0,0,0,0,1,0,1,0,0
1364,4,72,12704.28,2.876901531,275.119794,956.9132284,1,0,0,1,0,0,0,0,0,1,0,1
1365,3,25,54567.1,5.682066541,172.47417,884.6278615,0,0,1,1,0,0,0,0,1,0,0,1
1366,9,43,54250.43,3.187512279,159.947583,1201.898094,0,0,1,1,0,0,0,0,1,0,0,1
1367,1,57,73645.85,7.93260821,157.483594,810.4941232,0,1,0,0,0,1,0,0,1,0,0,0
1368,0,23,41979.65,5.146834768,172.456745,1237.560637,0,1,0,0,0,0,0,1,0,1,0,1
1369,1,20,40057.18,21.63512984,179.947583,2211.379038,0,0,1,1,0,0,0,0,0,1,0,0
1370,1,35,115520.53,9.941798485,149.99153,1144.495358,0,1,0,0,1,0,0,0,1,0,0,0
1371,3,81,18913.5,15.26657624,204.979684,1558.309095,0,1,0,0,0,1,0,0,1,0,0,0
1372,2,57,56342.23,2.62860278,104.992311,501.0626363,1,0,0,0,1,0,0,0,0,1,0,0
1373,1,32,57826.31,2.045299662,137.439154,495.8370195,0,1,0,0,0,0,0,1,0,1,0,0
1374,4,60,90889.4,23.05042619,242.657291,2730.054658,0,0,1,0,0,1,0,0,0,1,0,0
1375,4,64,36220.07,7.677039536,235.159141,1370.86345,0,0,1,0,0,0,1,0,0,1,0,1
1376,0,48,47229.76,5.427546075,117.468591,1111.834697,1,0,0,1,0,0,0,0,0,1,0,0
1377,4,40,22390.15,14.05740045,190.159922,1887.197833,0,0,1,1,0,0,0,0,0,1,0,1
1378,1,67,65392.96,5.791194183,159.987503,596.625449,0,1,0,0,0,0,1,0,1,0,0,1
1379,4,64,71721.17,14.23594392,169.944668,1507.046722,0,1,0,1,0,0,0,0,1,0,0,0
1380,0,21,45734.73,3.883156675,200.118516,1330.988714,0,1,0,0,0,0,0,1,0,1,0,1
1381,3,82,33168.88,31.10956637,129.948316,3192.755309,0,1,0,0,0,1,0,0,0,1,0,0
1382,2,72,22070.09,4.891651665,130.024412,644.4955303,1,0,0,0,0,1,0,0,1,0,0,0
1383,5,23,42479.0,5.812856338,159.964152,1076.076012,0,0,1,1,0,0,0,0,1,0,0,0
1384,3,37,31781.03,1.67735795,159.951231,432.0011277,1,0,0,0,0,0,0,1,1,0,0,0
1385,3,24,47256.46,10.55675189,192.470522,1437.241364,1,0,0,0,0,0,1,0,0,1,0,1
1386,3,40,122844.86,10.08691319,124.964303,951.5458256,0,0,1,0,0,1,0,0,1,0,0,0
1387,2,32,81622.91,12.48678964,200.165175,1733.107782,0,0,1,0,0,0,1,0,0,1,0,0
1388,3,59,52687.01,9.553290527,245.145743,1599.874839,0,1,0,0,0,0,0,1,0,1,0,1
1389,1,44,21817.19,6.307898491,159.951231,726.8978219,0,1,0,0,0,1,0,0,1,0,0,0
1390,1,60,38135.76,7.195646567,134.980139,831.4033785,0,0,1,0,0,0,0,1,0,1,0,0
1391,4,56,28438.52,15.15825465,175.133074,1798.360928,0,1,0,0,0,1,0,0,1,0,0,1
1392,3,23,22561.45,22.56250894,220.114868,3014.958938,0,0,1,0,1,0,0,0,0,1,0,1
1393,0,24,13935.17,2.619468979,162.468917,534.6671843,1,0,0,0,1,0,0,0,1,0,0,0
1394,0,85,15433.62,7.321650003,112.484375,552.7011071,1,0,0,0,0,1,0,0,1,0,0,0
1395,2,55,57281.66,3.469955007,242.628057,961.4921994,0,1,0,1,0,0,0,0,1,0,0,1
1396,4,52,48038.44,17.88183906,114.965789,1737.043258,1,0,0,0,0,0,1,0,1,0,0,1
1397,10,42,92748.49,12.33304231,124.97808,1425.346946,0,0,1,1,0,0,0,0,1,0,0,0
1398,4,49,27950.05,17.12047934,139.934918,2275.16632,0,1,0,0,0,0,1,0,0,1,0,0
1399,0,84,43525.94,4.32321356,184.985293,627.3962656,0,1,0,1,0,0,0,0,0,0,1,1
1400,3,45,55370.33,7.59915732,182.483267,972.4555268,0,1,0,0,0,1,0,0,1,0,0,0
1401,3,24,31003.45,12.71183755,255.133571,2383.673575,0,0,1,0,1,0,0,0,0,1,0,1
1402,2,32,55523.0,3.868738215,169.937833,686.8335296,1,0,0,0,0,0,1,0,1,0,0,1
1403,8,18,15782.0,6.642819537,129.959755,1539.452153,1,0,0,1,0,0,0,0,1,0,0,0
1404,0,73,47596.81,3.871799525,252.62403,770.971694,1,0,0,0,0,1,0,0,1,0,0,0
1405,3,87,11565.2,2.288223389,245.174977,937.6860638,0,1,0,0,0,0,1,0,1,0,0,1
1406,4,62,24216.4,9.331730104,132.466002,1579.887065,1,0,0,0,0,1,0,0,0,1,0,0
1407,1,82,10429.51,17.01228541,222.632554,2294.265591,1,0,0,0,1,0,0,0,0,0,1,1
1408,3,71,34905.9,4.556801333,165.018175,871.9497737,1,0,0,0,0,0,1,0,0,1,0,0
1409,1,71,97462.46,1.522691557,127.442069,737.7421962,0,1,0,1,0,0,0,0,0,1,0,0
1410,0,55,39746.81,2.988653862,152.495236,571.3635369,0,0,1,0,0,0,0,1,1,0,0,1
1411,2,61,41817.73,9.821119931,139.965008,1566.414462,0,1,0,1,0,0,0,0,0,1,0,0
1412,3,41,17888.07,2.495010749,129.948316,935.5106086,0,0,1,0,0,0,0,1,1,0,0,1
1413,4,54,30398.93,4.452382314,144.988941,1244.404963,0,1,0,1,0,0,0,0,1,0,0,0
1414,0,53,8657.1,3.847102787,149.992756,875.8840004,0,1,0,0,1,0,0,0,1,0,0,1
1415,3,49,46183.9,3.688657724,159.951231,557.4590468,0,1,0,0,1,0,0,0,1,0,0,0
1416,2,69,9106.57,21.13118502,184.979684,2543.181756,0,0,1,0,0,0,0,1,0,1,0,1
1417,1,59,50103.36,23.44153546,127.481989,1997.134556,1,0,0,0,0,1,0,0,1,0,0,0
1418,1,18,1193.19,4.594946825,132.466002,1196.617394,0,0,1,0,0,0,0,1,1,0,0,1
1419,2,36,57322.77,8.085917091,192.440432,1088.288955,0,0,1,0,0,0,1,0,0,0,1,1
1420,1,55,7682.28,6.086525665,139.99789,840.1259162,1,0,0,0,0,1,0,0,0,1,0,0
1421,1,22,13337.97,3.295993837,217.472533,839.4587853,1,0,0,0,0,0,1,0,1,0,0,0
1422,3,56,66945.1,2.354138635,139.934918,1011.509096,0,0,1,0,0,0,0,1,0,1,0,0
1423,1,89,38227.48,5.68109955,139.981577,738.9464573,0,0,1,0,0,0,1,0,1,0,0,1
1424,1,82,60150.88,16.96762986,149.977753,1567.544174,0,1,0,1,0,0,0,0,0,1,0,0
1425,7,35,49128.48,4.544027018,147.442069,874.5485738,1,0,0,1,0,0,0,0,0,1,0,1
1426,0,20,23702.37,10.3444125,149.937833,1690.990907,0,1,0,0,1,0,0,0,0,1,0,1
1427,1,39,25368.71,4.672608309,129.959755,1093.673208,0,0,1,0,0,0,1,0,1,0,0,1
1428,2,65,1593.76,11.44470291,137.483594,1598.603464,0,1,0,0,0,0,1,0,0,1,0,0
1429,3,28,24984.75,16.78883402,204.963371,1982.607316,1,0,0,1,0,0,0,0,1,0,0,1
1430,1,86,29315.24,10.27733324,270.160419,1998.877156,1,0,0,1,0,0,0,0,0,1,0,1
1431,5,27,13262.8,15.98515564,169.937833,1870.659833,0,1,0,0,1,0,0,0,0,1,0,0
1432,0,65,20617.44,3.19677148,262.610632,831.5573687,0,1,0,0,0,0,0,1,1,0,0,1
1433,5,61,44278.91,2.256763731,152.47417,1043.284658,0,0,1,0,0,1,0,0,0,1,0,1
1434,4,39,96112.52,1.915736733,119.989722,587.0970427,0,1,0,0,1,0,0,0,1,0,0,1
1435,0,55,23194.97,14.02688588,245.146969,2207.767111,1,0,0,0,0,0,1,0,0,1,0,1
1436,8,86,37302.74,20.96098587,214.966286,2252.093831,0,0,1,1,0,0,0,0,1,0,0,0
1437,0,35,23781.26,16.48377098,127.442069,1968.581014,0,1,0,1,0,0,0,0,1,0,0,0
1438,0,23,77548.98,7.989151046,137.461553,992.3896521,0,0,1,0,0,0,0,1,1,0,0,1
1439,0,75,63986.3,5.682395213,124.964303,383.5428131,0,0,1,1,0,0,0,0,1,0,0,0
1440,1,24,99754.87,10.99225739,129.994975,1297.575754,0,0,1,0,0,1,0,0,1,0,0,1
1441,0,34,49399.04,1.550200335,162.471255,507.3968121,0,1,0,0,0,1,0,0,0,1,0,0
1442,9,63,32285.99,19.73065009,172.47417,2095.858312,1,0,0,1,0,0,0,0,1,0,0,0
